train-seats number-passengers partition-boarding boarding-in-lines boarding-behaviour
 "doubles" 200 101 0 "good" 
counter-boarding-inside counter-boarding-finished counter-alighting-outside counter-alighting-finished ticks
 34 41 5 13 43 
 29 34 5 13 36 
 30 35 5 13 37 
 24 30 5 13 32 
 43 48 5 13 50 
 29 36 5 13 38 
 30 37 5 13 39 
 31 37 5 13 39 
 25 30 5 13 32 
 30 36 4 12 38 
 29 35 5 13 37 
 39 45 5 13 47 
 38 44 5 13 46 
 34 38 5 13 40 
 25 32 5 13 34 
 34 38 5 13 40 
 32 35 5 13 37 
 28 33 5 13 35 
 33 39 5 13 41 
 35 40 5 13 42 
 32 37 5 13 39 
 29 36 5 13 38 
 31 37 5 13 39 
 25 29 5 13 31 
 44 49 5 13 51 
 27 33 5 13 35 
 36 40 5 13 42 
 27 36 5 13 38 
 40 44 5 13 46 
 31 37 5 13 39 
 43 50 5 13 52 
 34 39 5 13 41 
 24 30 5 13 32 
 25 29 5 13 31 
 32 38 5 13 40 
 29 34 4 12 36 
 34 39 5 13 41 
 28 32 5 13 34 
 29 35 5 13 37 
 34 38 5 13 40 
 34 41 5 13 43 
 37 44 5 13 46 
 29 36 5 13 38 
 29 38 5 13 40 
 33 38 5 13 40 
 28 33 5 13 35 
 36 43 5 13 45 
 33 38 5 13 40 
 29 35 5 13 37 
 30 37 5 13 39 
 26 30 5 13 32 
 31 36 4 12 38 
 26 32 5 13 34 
 41 44 5 13 46 
 39 45 5 13 47 
 35 40 5 13 42 
 30 36 5 13 38 
 29 35 5 13 37 
 29 37 5 13 39 
 26 31 5 13 33 
 27 34 5 13 36 
 32 38 5 13 40 
 30 35 5 13 37 
 28 32 5 13 34 
 42 46 5 13 48 
 26 32 5 13 34 
 32 38 5 13 40 
 31 38 5 13 40 
 36 43 5 13 45 
 33 41 5 13 43 
 31 37 5 13 39 
 31 37 5 13 39 
 35 41 5 13 43 
 33 38 5 13 40 
 27 33 5 13 35 
 30 38 5 13 40 
 26 32 5 13 34 
 31 35 5 13 37 
 40 45 5 13 47 
 37 44 5 13 46 
 28 35 5 13 37 
 29 36 5 13 38 
 26 32 5 13 34 
 32 38 5 13 40 
 35 39 5 13 41 
 40 43 5 13 45 
 38 44 5 13 46 
 26 33 4 12 35 
 29 37 5 13 39 
 38 39 5 13 41 
 29 36 5 13 38 
 26 34 5 13 36 
 35 42 5 13 44 
 34 41 5 13 43 
 45 51 5 13 53 
 24 28 5 13 30 
 28 34 5 13 36 
 32 38 5 13 40 
 25 31 5 13 33 
 37 45 5 13 47 
